Marca;Modelo;Version;Kms;Potencia;Año;Combustible;Cambio;Precio;Distribuidor
NISSAN;JUKE;NISSAN JUKE dCi E6C 81 kW 110 CV 6MT ACENTA 5p.;15000.0;110.0;2018.0;Diésel;Manual;15900;AutoSelectia
PEUGEOT;2008;PEUGEOT 2008 Allure PureTech 110 SS 6 Vel. MAN 5p.;15900.0;110.0;2019.0;Gasolina;Manual;15900;Ducal Motor y Serpis Motor, Peugeot Citroën Gandía
CITROEN;C3;CITROEN C3 PureTech 81KW 110CV SS SHINE 5p.;4000.0;110.0;2020.0;Gasolina;Manual;15900;PSA Retail Barcelona - Guipuzcoa
CITROEN;C4 Cactus;CITROEN C4 Cactus PureTech 110 SS Feel 5p.;10000.0;110.0;2020.0;Gasolina;Manual;15900;GARAGE LAS FLORES CUENCA
PEUGEOT;308;PEUGEOT 308 5p Style 1.2 PureTech 96KW 130CV 5p.;14374.0;130.0;2018.0;Gasolina;Manual;15900;Autosi
OPEL;Crossland X;OPEL Crossland X 1.2 81kW Design Line 120 Aniversario SS 5p.;10413.0;110.0;2019.0;Gasolina;Manual;15950;Marcos Motor
CITROEN;C3 Aircross;CITROEN C3 Aircross PureTech 81kW 110CV SS FEEL 5p.;2.0;110.0;2020.0;Gasolina;Manual;15970;Eslauto Automocion
CITROEN;C3 Aircross;CITROEN C3 Aircross PureTech 81kW 110CV SS FEEL 5p.;2.0;110.0;2020.0;Gasolina;Manual;15979;Concesión Oficial Citroën Álava Lascaray
CITROEN;C3 Aircross;CITROEN C3 Aircross PureTech 81kW 110CV SS FEEL 5p.;2.0;110.0;2020.0;Gasolina;Manual;15979;Antón Automoción
CITROEN;C3 Aircross;CITROEN C3 Aircross PureTech 81kW 110CV SS FEEL 5p.;4.0;110.0;2020.0;Gasolina;Manual;15979;Antón Automoción
OPEL;Crossland X;OPEL Crossland X 1.2 96kW 130CV Innovation SS 5p.;9999.0;130.0;2019.0;Gasolina;Manual;15990;Opel Cervera Sport
FIAT;Tipo;FIAT Tipo 5P 1.6 88kW 120CV Multijet II Lounge 5p.;1107.0;120.0;2019.0;Diésel;Manual;15990;Fiat Seminuevos
FORD;Focus;FORD Focus 1.0 Ecoboost 92kW Trend 5p.;11774.0;125.0;2019.0;Gasolina;Manual;15990;Grupo Motoralba Ocasión
OPEL;Crossland X;OPEL Crossland X 1.2 81kW Design Line 120 Aniversario SS 5p.;4950.0;110.0;2019.0;Gasolina;Manual;15990;Opel Cervera Sport
SEAT;Arona;SEAT Arona 1.0 TSI 85kW 115CV FR Edition Eco 5p.;17000.0;115.0;2019.0;Gasolina;Manual;15990;Gestican Automóviles
PEUGEOT;308;PEUGEOT 308 5p Style 1.2 PureTech 81KW 110CV 5p.;15015.0;110.0;2019.0;Gasolina;Manual;15990;PEUGEOT MARTÍNEZ DE LUGO
CITROEN;C3 Aircross;CITROEN C3 Aircross PureTech 81kW 110CV SS FEEL 5p.;1164.0;110.0;2020.0;Gasolina;Manual;15990;Interfren Citroen Figueres
FORD;EcoSport;FORD EcoSport 1.0T EcoBoost 92kW 125CV SS ST Line 5p.;4000.0;125.0;2019.0;Gasolina;Manual;15990;Autos Roso
CITROEN;C4 Cactus;CITROEN C4 Cactus PureTech 110 SS Shine 5p.;17545.0;110.0;2019.0;Gasolina;Manual;15990;PSA RETAIL MADRID – Dr. ESQUERDO
CITROEN;C4 Cactus;CITROEN C4 Cactus PureTech 110 SS Origins 5p.;13200.0;110.0;2020.0;Gasolina;Manual;15990;Turbo Manises
SEAT;Arona;SEAT Arona 1.0 TSI 85kW 115CV FR Edition Eco 5p.;13000.0;115.0;2020.0;Gasolina;Manual;15990;Gestican Automoviles
PEUGEOT;208;PEUGEOT 208 5P GTLine 1.2L PT EAT6 81KW 110CV SS 5p.;8358.0;110.0;2019.0;Gasolina;Automático;15990;CITROEN Barbera,Manresa,Terrassa,Igualada,SBD...
DACIA;Duster;DACIA Duster Comfort 1.6 85kW 115CV 4X2  18 MY 5p.;150.0;115.0;2019.0;Gasolina;Manual;15990;Rivero Motor
FORD;EcoSport;FORD EcoSport 1.0T EcoBoost 92kW 125CV SS ST Line 5p.;14995.0;125.0;2019.0;Gasolina;Manual;15995;Miguel Leon Automoviles
FORD;EcoSport;FORD EcoSport 1.0T EcoBoost 92kW 125CV SS ST Line 5p.;14995.0;125.0;2019.0;Gasolina;Manual;15995;Miguel León Automóviles
FORD;EcoSport;FORD EcoSport 1.0T EcoBoost 92kW 125CV SS ST Line 5p.;14200.0;125.0;2019.0;Gasolina;Manual;15995;Ford Badajoz
SEAT;Arona;SEAT Arona 1.0 TSI 85kW 115CV Style Edition Eco 5p.;16000.0;115.0;2019.0;Gasolina;Manual;15995;Varocar
