Marca,Modelo,Version,Precio,Combustible,Año,Kms,Potencia,Puertas,Cambio,Color
"Citroen C4 Cactus, ","Citroen C4 Cactus, ",1.6 Blue-HDi Shine,14.899 €,Diésel,03.2019,41.849 km,100 CV / 73 kW,5,Cambio tipo manual,Rojo
"Kia Stonic, ","Kia Stonic, ",1.0 TGDI Drive,14.999 €,Gasolina,10.2017,41.874 km,120 CV / 88 kW,5,Cambio tipo manual,Azul
"Lexus CT-Serie, ","Lexus CT-Serie, ",CT 200h Eco,20.199 €,Híbrido,04.2019,41.879 km,100 CV / 73 kW,5,Cambio tipo automático,Rojo
"Renault Kadjar, ","Renault Kadjar, ",1.2 TCe S-Edition,17.999 €,Gasolina,06.2018,41.901 km,131 CV / 96 kW,5,Cambio tipo manual,Blanco
"Toyota AYGO, ","Toyota AYGO, ",1.0 X-Cite,9.699 €,Gasolina,08.2016,41.929 km,70 CV / 51 kW,5,Cambio tipo manual,Azul
"Opel Mokka X, ","Opel Mokka X, ",1.4 Selective,15.999 €,Gasolina,02.2019,42.110 km,140 CV / 103 kW,5,Cambio tipo manual,Blanco
"Skoda Fabia, ","Skoda Fabia, ",1.0 TSI Ambition,11.799 €,Gasolina,10.2018,42.127 km,95 CV / 70 kW,5,Cambio tipo manual,Blanco
"Nissan Micra, ","Nissan Micra, ",1.0 IG-T Energy Touch,13.699 €,Gasolina,10.2019,42.132 km,101 CV / 74 kW,5,Cambio tipo manual,Blanco
"Renault Grand Scenic, ","Renault Grand Scenic, ",1.3 TCe Zen Energy,17.999 €,Gasolina,09.2018,42.171 km,140 CV / 103 kW,5,Cambio tipo manual,Gris
"Skoda Fabia, ","Skoda Fabia, ",1.0 MPI Ambition,,Gasolina,06.2018,42.327 km,75 CV / 55 kW,5,Cambio tipo manual,Azul
"Jeep Compass, ","Jeep Compass, ",1.4 M-Air Night Eagle 4x2,21.799 €,Gasolina,06.2019,42.337 km,140 CV / 103 kW,5,Cambio tipo manual,Blanco
"Subaru XV, ","Subaru XV, ",1.6 Sport Plus AWD,20.699 €,Gasolina,08.2020,42.359 km,115 CV / 84 kW,5,Cambio tipo automático,Azul
"Dacia Duster II, ","Dacia Duster II, ",1.6 SCe Access,12.799 €,Gasolina,05.2018,42.410 km,115 CV / 84 kW,5,Cambio tipo manual,Azul
"BMW Serie 1, ","BMW Serie 1, ",118d,22.099 €,Diésel,05.2018,42.567 km,150 CV / 110 kW,5,Cambio tipo automático,Negro
"Audi Q3, ","Audi Q3, ",35 TFSI Advanced Mild-Hybrid,33.699 €,Gasolina,03.2021,42.581 km,150 CV / 110 kW,5,Cambio tipo automático,Gris
"Kia Rio, ","Kia Rio, ",1.2 Concept,11.899 €,Gasolina,10.2018,42.615 km,85 CV / 62 kW,5,Cambio tipo manual,Negro
"Volkswagen Polo, ","Volkswagen Polo, ",1.0 Edition,13.299 €,Gasolina,03.2019,42.687 km,80 CV / 59 kW,5,Cambio tipo manual,Azul
"Renault Talisman, ","Renault Talisman, ",ST 1.6 TCe  Zen Energy,,Gasolina,08.2017,42.770 km,150 CV / 110 kW,4,Cambio tipo automático,
"Peugeot 2008, ","Peugeot 2008, ",1.2 PureTech Allure,16.199 €,Gasolina,02.2019,42.849 km,110 CV / 81 kW,5,Cambio tipo automático,Blanco
"Dacia Sandero II, ","Dacia Sandero II, ",1.0 SCe Essential,9.799 €,Gasolina,06.2019,42.890 km,73 CV / 54 kW,5,Cambio tipo manual,Blanco
"Skoda Fabia, ","Skoda Fabia, ",1.0 MPI Ambition,11.799 €,Gasolina,06.2019,42.918 km,75 CV / 55 kW,5,Cambio tipo manual,Gris
"Citroen C 3, ","Citroen C 3, ",1.2 PureTech Feel,12.999 €,Gasolina,04.2019,43.050 km,82 CV / 61 kW,5,Cambio tipo manual,Blanco
"Mercedes-Benz Clase A, ","Mercedes-Benz Clase A, ",A 220 AMG Line,,Gasolina,02.2019,43.098 km,190 CV / 140 kW,5,Cambio tipo automático,Blanco
"Land Rover Evoque, ","Land Rover Evoque, ",2.2 Sd4 Dynamic,21.399 €,Diésel,02.2013,43.152 km,190 CV / 140 kW,5,Cambio tipo automático,Blanco
"Toyota Yaris, ","Toyota Yaris, ",1.5 Dual VVT-iE Active,12.999 €,Gasolina,09.2019,43.235 km,111 CV / 82 kW,5,Cambio tipo manual,Gris
"Renault Captur, ","Renault Captur, ",1.5 dCi Energy Intens,14.299 €,Diésel,04.2018,43.318 km,90 CV / 66 kW,5,Cambio tipo manual,Beige
"Skoda Fabia, ","Skoda Fabia, ",1.0 MPI Like,11.799 €,Gasolina,04.2019,43.326 km,75 CV / 55 kW,5,Cambio tipo manual,Blanco
"Renault Captur, ","Renault Captur, ",0.9 Energy Intens,11.799 €,Gasolina,03.2014,43.488 km,90 CV / 66 kW,5,Cambio tipo manual,Naranja
"Citroen C4 Grand Spacetourer, ","Citroen C4 Grand Spacetourer, ",1.6 PureTech Shine,23.799 €,Gasolina,06.2019,43.492 km,181 CV / 133 kW,5,Cambio tipo automático,Negro
"DS Automobiles DS7 Crossback, ","DS Automobiles DS7 Crossback, ",1.6 PureTech Performance Line,28.499 €,Gasolina,03.2019,43.493 km,181 CV / 133 kW,5,Cambio tipo automático,Blanco
"Hyundai Bayon, ","Hyundai Bayon, ",1.0 T-GDI Mild-Hybrid Maxx 2WD,17.499 €,Gasolina,11.2021,43.549 km,101 CV / 74 kW,5,Cambio tipo manual,Blanco
"Opel Crossland X, ","Opel Crossland X, ",1.6 CDTI DPF Excellence,15.499 €,Diésel,04.2018,43.637 km,120 CV / 88 kW,5,Cambio tipo manual,Blanco
"Kia Picanto, ","Kia Picanto, ",1.0 X-Tech,8.999 €,Gasolina,11.2015,43.688 km,65 CV / 48 kW,5,Cambio tipo manual,Blanco
"Opel Mokka, ","Opel Mokka, ",1.4 Turbo Excellence 4x2,,Gasolina,07.2016,43.699 km,140 CV / 103 kW,5,Cambio tipo manual,Blanco
"Hyundai ix20, ","Hyundai ix20, ",1.4 Klass Bluedrive,9.899 €,Gasolina,11.2016,43.724 km,90 CV / 66 kW,5,Cambio tipo manual,Blanco
"BMW Serie 1, ","BMW Serie 1, ",120d xDrive M Sport,33.699 €,Diésel,06.2020,44.021 km,190 CV / 140 kW,5,Cambio tipo automático,Rojo
"Peugeot 208, ","Peugeot 208, ",1.2 PureTech Style,10.399 €,Gasolina,11.2016,44.203 km,82 CV / 60 kW,5,Cambio tipo manual,Gris
"Peugeot 5008, ","Peugeot 5008, ",1.2 PureTech Allure,22.599 €,Gasolina,01.2018,44.241 km,130 CV / 96 kW,5,Cambio tipo manual,Blanco
"BMW Serie 1, ","BMW Serie 1, ",116d,20.999 €,Diésel,04.2019,44.333 km,115 CV / 85 kW,5,Cambio tipo automático,Blanco
"Mitsubishi ASX, ","Mitsubishi ASX, ",1.6 Motion 2WD,15.999 €,Gasolina,07.2019,44.456 km,117 CV / 86 kW,5,Cambio tipo manual,Azul
"Citroen C 3, ","Citroen C 3, ",1.2 PureTech Feel,13.399 €,Gasolina,07.2019,44.461 km,110 CV / 81 kW,5,Cambio tipo manual,Blanco
"Seat Ibiza, ","Seat Ibiza, ",1.2 TSI FR Crono,11.699 €,Gasolina,11.2016,44.485 km,90 CV / 66 kW,5,Cambio tipo manual,Azul
"Renault Clio, ","Renault Clio, ",0.9 TCe Zen Energy,11.599 €,Gasolina,11.2017,44.683 km,90 CV / 66 kW,5,Cambio tipo manual,Blanco
"Citroen C 3, ","Citroen C 3, ",1.6 Blue-HDi Feel,12.699 €,Diésel,04.2018,44.690 km,75 CV / 55 kW,5,Cambio tipo manual,Azul
"Seat Tarraco, ","Seat Tarraco, ",2.0 TDI Xcellence Plus 4Drive,32.999 €,Diésel,10.2019,44.929 km,190 CV / 140 kW,5,Cambio tipo automático,Azul
"Peugeot 3008, ","Peugeot 3008, ",1.2 PureTech Allure,19.999 €,Gasolina,03.2017,45.020 km,130 CV / 96 kW,5,Cambio tipo manual,Blanco
"Toyota AYGO, ","Toyota AYGO, ",1.0 X-Play,9.299 €,Gasolina,12.2017,45.155 km,70 CV / 51 kW,5,Cambio tipo manual,Blanco
"Skoda Fabia, ","Skoda Fabia, ",1.2 TSI Ambition,12.499 €,Gasolina,03.2017,45.380 km,110 CV / 81 kW,5,Cambio tipo automático,Blanco
"Kia pro_cee'd, ","Kia pro_cee'd, ",1.4 Concept,10.099 €,Gasolina,11.2015,45.416 km,100 CV / 73 kW,3,Cambio tipo manual,Negro
"Seat Arona, ","Seat Arona, ",1.6 TDI CR Xcellence,16.799 €,Diésel,07.2018,45.419 km,115 CV / 85 kW,5,Cambio tipo manual,Blanco
"Skoda Fabia, ","Skoda Fabia, ",1.0 MPI Ambition,11.799 €,Gasolina,06.2019,42.918 km,75 CV / 55 kW,5,Cambio tipo manual,Gris
"Citroen C 3, ","Citroen C 3, ",1.2 PureTech Feel,12.999 €,Gasolina,04.2019,43.050 km,82 CV / 61 kW,5,Cambio tipo manual,Blanco
"Mercedes-Benz Clase A, ","Mercedes-Benz Clase A, ",A 220 AMG Line,,Gasolina,02.2019,43.098 km,190 CV / 140 kW,5,Cambio tipo automático,Blanco
"Land Rover Evoque, ","Land Rover Evoque, ",2.2 Sd4 Dynamic,21.399 €,Diésel,02.2013,43.152 km,190 CV / 140 kW,5,Cambio tipo automático,Blanco
"Toyota Yaris, ","Toyota Yaris, ",1.5 Dual VVT-iE Active,12.999 €,Gasolina,09.2019,43.235 km,111 CV / 82 kW,5,Cambio tipo manual,Gris
"Renault Captur, ","Renault Captur, ",1.5 dCi Energy Intens,14.299 €,Diésel,04.2018,43.318 km,90 CV / 66 kW,5,Cambio tipo manual,Beige
"Skoda Fabia, ","Skoda Fabia, ",1.0 MPI Like,11.799 €,Gasolina,04.2019,43.326 km,75 CV / 55 kW,5,Cambio tipo manual,Blanco
"Renault Captur, ","Renault Captur, ",0.9 Energy Intens,11.799 €,Gasolina,03.2014,43.488 km,90 CV / 66 kW,5,Cambio tipo manual,Naranja
"Citroen C4 Grand Spacetourer, ","Citroen C4 Grand Spacetourer, ",1.6 PureTech Shine,23.799 €,Gasolina,06.2019,43.492 km,181 CV / 133 kW,5,Cambio tipo automático,Negro
"DS Automobiles DS7 Crossback, ","DS Automobiles DS7 Crossback, ",1.6 PureTech Performance Line,28.499 €,Gasolina,03.2019,43.493 km,181 CV / 133 kW,5,Cambio tipo automático,Blanco
"Hyundai Bayon, ","Hyundai Bayon, ",1.0 T-GDI Mild-Hybrid Maxx 2WD,17.499 €,Gasolina,11.2021,43.549 km,101 CV / 74 kW,5,Cambio tipo manual,Blanco
"Opel Crossland X, ","Opel Crossland X, ",1.6 CDTI DPF Excellence,15.499 €,Diésel,04.2018,43.637 km,120 CV / 88 kW,5,Cambio tipo manual,Blanco
"Kia Picanto, ","Kia Picanto, ",1.0 X-Tech,8.999 €,Gasolina,11.2015,43.688 km,65 CV / 48 kW,5,Cambio tipo manual,Blanco
"Opel Mokka, ","Opel Mokka, ",1.4 Turbo Excellence 4x2,,Gasolina,07.2016,43.699 km,140 CV / 103 kW,5,Cambio tipo manual,Blanco
"Hyundai ix20, ","Hyundai ix20, ",1.4 Klass Bluedrive,9.899 €,Gasolina,11.2016,43.724 km,90 CV / 66 kW,5,Cambio tipo manual,Blanco
"BMW Serie 1, ","BMW Serie 1, ",120d xDrive M Sport,33.699 €,Diésel,06.2020,44.021 km,190 CV / 140 kW,5,Cambio tipo automático,Rojo
"Peugeot 208, ","Peugeot 208, ",1.2 PureTech Style,10.399 €,Gasolina,11.2016,44.203 km,82 CV / 60 kW,5,Cambio tipo manual,Gris
"Peugeot 5008, ","Peugeot 5008, ",1.2 PureTech Allure,22.599 €,Gasolina,01.2018,44.241 km,130 CV / 96 kW,5,Cambio tipo manual,Blanco
"BMW Serie 1, ","BMW Serie 1, ",116d,20.999 €,Diésel,04.2019,44.333 km,115 CV / 85 kW,5,Cambio tipo automático,Blanco
"Mitsubishi ASX, ","Mitsubishi ASX, ",1.6 Motion 2WD,15.999 €,Gasolina,07.2019,44.456 km,117 CV / 86 kW,5,Cambio tipo manual,Azul
"Citroen C 3, ","Citroen C 3, ",1.2 PureTech Feel,13.399 €,Gasolina,07.2019,44.461 km,110 CV / 81 kW,5,Cambio tipo manual,Blanco
"Seat Ibiza, ","Seat Ibiza, ",1.2 TSI FR Crono,11.699 €,Gasolina,11.2016,44.485 km,90 CV / 66 kW,5,Cambio tipo manual,Azul
"Renault Clio, ","Renault Clio, ",0.9 TCe Zen Energy,11.599 €,Gasolina,11.2017,44.683 km,90 CV / 66 kW,5,Cambio tipo manual,Blanco
"Citroen C 3, ","Citroen C 3, ",1.6 Blue-HDi Feel,12.699 €,Diésel,04.2018,44.690 km,75 CV / 55 kW,5,Cambio tipo manual,Azul
"Seat Tarraco, ","Seat Tarraco, ",2.0 TDI Xcellence Plus 4Drive,32.999 €,Diésel,10.2019,44.929 km,190 CV / 140 kW,5,Cambio tipo automático,Azul
"Peugeot 3008, ","Peugeot 3008, ",1.2 PureTech Allure,19.999 €,Gasolina,03.2017,45.020 km,130 CV / 96 kW,5,Cambio tipo manual,Blanco
"Toyota AYGO, ","Toyota AYGO, ",1.0 X-Play,9.299 €,Gasolina,12.2017,45.155 km,70 CV / 51 kW,5,Cambio tipo manual,Blanco
"Skoda Fabia, ","Skoda Fabia, ",1.2 TSI Ambition,12.499 €,Gasolina,03.2017,45.380 km,110 CV / 81 kW,5,Cambio tipo automático,Blanco
"Kia pro_cee'd, ","Kia pro_cee'd, ",1.4 Concept,10.099 €,Gasolina,11.2015,45.416 km,100 CV / 73 kW,3,Cambio tipo manual,Negro
"Seat Arona, ","Seat Arona, ",1.6 TDI CR Xcellence,16.799 €,Diésel,07.2018,45.419 km,115 CV / 85 kW,5,Cambio tipo manual,Blanco
"Lancia Ypsilon, ","Lancia Ypsilon, ",1.2 Gold,6.999 €,Gasolina,03.2013,45.567 km,70 CV / 51 kW,5,Cambio tipo manual,Blanco
"Peugeot 508, ","Peugeot 508, ",2.0 Blue-HDi First Edition,25.799 €,Diésel,10.2018,45.633 km,177 CV / 130 kW,5,Cambio tipo automático,Rojo
"Mercedes-Benz Clase C, ","Mercedes-Benz Clase C, ",220d AMG Line,32.399 €,Diésel,03.2019,45.765 km,194 CV / 143 kW,2,Cambio tipo automático,Blanco
"Smart ForTwo, ","Smart ForTwo, ",1.0 Micro Hybrid Drive passion,7.999 €,Gasolina,04.2012,45.788 km,70 CV / 52 kW,2,Cambio tipo automático,Azul
"Renault Clio, ","Renault Clio, ",1.2 Authentique,,Gasolina,09.2015,45.802 km,73 CV / 54 kW,5,Cambio tipo manual,Blanco
"Citroen Berlingo, ","Citroen Berlingo, ",1.5 Blue-HDi Shine M,23.199 €,Diésel,01.2020,45.872 km,102 CV / 75 kW,5,Cambio tipo manual,Gris
"Peugeot 3008, ","Peugeot 3008, ",1.2 PureTech Allure,21.699 €,Gasolina,05.2019,45.881 km,130 CV / 96 kW,5,Cambio tipo manual,Rojo
"Citroen C 3, ","Citroen C 3, ",1.2 VTi Shine,12.799 €,Gasolina,12.2018,45.913 km,82 CV / 60 kW,5,Cambio tipo manual,Verde
"Skoda Fabia, ","Skoda Fabia, ",1.0 TSI Like,11.199 €,Gasolina,05.2018,45.963 km,95 CV / 70 kW,5,Cambio tipo manual,Blanco
"Audi A1, ","Audi A1, ",1.4 TDI Adrenalin,,Diésel,07.2018,45.974 km,90 CV / 66 kW,5,Cambio tipo manual,Gris
"Lexus CT-Serie, ","Lexus CT-Serie, ",CT 200h Business,19.699 €,Híbrido,04.2019,45.983 km,100 CV / 73 kW,5,Cambio tipo automático,Azul
"BMW Serie 1, ","BMW Serie 1, ",118i,,Gasolina,01.2020,46.081 km,140 CV / 103 kW,5,Cambio tipo automático,Blanco
"Audi Q3, ","Audi Q3, ",35 TDI,31.199 €,Diésel,12.2019,46.099 km,150 CV / 110 kW,5,Cambio tipo automático,Negro
"Mazda CX 5, ","Mazda CX 5, ",2.0 Evolution 2WD,23.699 €,Gasolina,10.2018,46.244 km,165 CV / 121 kW,5,Cambio tipo automático,Rojo
"Renault Clio, ","Renault Clio, ",0.9 Energy Limited,10.999 €,Gasolina,01.2016,46.251 km,90 CV / 66 kW,5,Cambio tipo manual,Gris
"Renault Captur, ","Renault Captur, ",1.5 dCi Energy Intens,13.999 €,Diésel,03.2018,46.305 km,90 CV / 66 kW,5,Cambio tipo manual,Gris
"Mercedes-Benz Clase C, ","Mercedes-Benz Clase C, ",C 200 Mild-Hybrid,28.099 €,Gasolina,02.2019,46.362 km,184 CV / 135 kW,5,Cambio tipo automático,Blanco
"Skoda Karoq, ","Skoda Karoq, ",2.0 TDI Sportline,28.399 €,Diésel,03.2021,46.488 km,150 CV / 110 kW,5,Cambio tipo manual,Negro
"Opel Mokka X, ","Opel Mokka X, ",1.4 Edition,15.699 €,Gasolina,04.2019,46.687 km,140 CV / 103 kW,5,Cambio tipo manual,Gris
"Seat Mii, ","Seat Mii, ",1.0 Style,6.499 €,Gasolina,05.2012,46.958 km,75 CV / 55 kW,3,Cambio tipo manual,Rojo
"Opel Corsa, ","Opel Corsa, ",1.4 Selective,,Gasolina,02.2018,46.963 km,90 CV / 66 kW,5,Cambio tipo manual,Gris
"Kia Stonic, ","Kia Stonic, ",1.0 TGDI Concept,15.999 €,Gasolina,10.2019,47.127 km,101 CV / 74 kW,5,Cambio tipo manual,Negro
"Hyundai Tucson, ","Hyundai Tucson, ",1.6 SLE 2WD,18.999 €,Gasolina,07.2019,47.134 km,132 CV / 97 kW,5,Cambio tipo manual,Rojo
"Citroen Berlingo, ","Citroen Berlingo, ",1.2 PureTech Shine M,,Gasolina,03.2019,47.259 km,110 CV / 81 kW,5,Cambio tipo manual,Azul
"Renault Captur, ","Renault Captur, ",1.5 dCi Energy Zen,16.299 €,Diésel,05.2019,47.263 km,90 CV / 66 kW,5,Cambio tipo automático,Beige
"Citroen Berlingo, ","Citroen Berlingo, ",Talla XL PureTech Shine ,22.299 €,Gasolina,05.2019,47.368 km,110 CV / 81 kW,5,Cambio tipo manual,Negro
"Peugeot 208, ","Peugeot 208, ",1.2 PureTech Style,10.599 €,Gasolina,06.2018,47.451 km,82 CV / 61 kW,5,Cambio tipo manual,Gris
"Seat Arona, ","Seat Arona, ",1.0 TSI Xcellence,,Gasolina,02.2018,47.513 km,115 CV / 85 kW,5,Cambio tipo manual,Naranja
"Volkswagen Polo, ","Volkswagen Polo, ",1.2 TSI Sport BMT,11.799 €,Gasolina,10.2014,47.579 km,90 CV / 66 kW,5,Cambio tipo manual,Azul
"Citroen C4 Spacetourer, ","Citroen C4 Spacetourer, ",1.2 PureTech Feel,16.399 €,Gasolina,06.2018,47.638 km,131 CV / 96 kW,5,Cambio tipo manual,Blanco
"Seat Toledo, ","Seat Toledo, ",1.2 TSI Reference,,Gasolina,02.2017,47.693 km,90 CV / 66 kW,5,Cambio tipo manual,Rojo
"Suzuki Swift, ","Suzuki Swift, ",1.0 GLX SHVS Mild-Hybrid,14.799 €,Gasolina,01.2018,47.708 km,110 CV / 82 kW,5,Cambio tipo manual,Azul
"Opel Corsa, ","Opel Corsa, ",1.4 120 Aniversario,11.699 €,Gasolina,06.2019,47.831 km,90 CV / 66 kW,5,Cambio tipo manual,Gris
"Kia Stonic, ","Kia Stonic, ",1.0 TGDI Drive,16.199 €,Gasolina,02.2020,47.848 km,101 CV / 74 kW,5,Cambio tipo manual,Amarillo
"Opel Mokka X, ","Opel Mokka X, ",1.4 Turbo Color Edition Start/Stop 4x2,14.499 €,Gasolina,07.2018,47.867 km,140 CV / 103 kW,5,Cambio tipo manual,Blanco
"Smart ForTwo, ","Smart ForTwo, ",0.9 Turbo Passion,12.199 €,Gasolina,05.2016,47.898 km,90 CV / 66 kW,3,Cambio tipo automático,Blanco
"Seat León, ","Seat León, ",1.0 EcoTSI Style,17.399 €,Gasolina,04.2020,47.954 km,115 CV / 85 kW,5,Cambio tipo manual,Azul
"Mercedes-Benz Clase GLA, ","Mercedes-Benz Clase GLA, ",GLA 180,24.799 €,Gasolina,05.2019,48.078 km,122 CV / 90 kW,5,Cambio tipo automático,Negro
"Ford Fiesta, ","Ford Fiesta, ",1.1 Ti-VCT Limited Edition,12.899 €,Gasolina,06.2020,48.128 km,75 CV / 55 kW,5,Cambio tipo manual,Blanco
"Dacia Sandero II, ","Dacia Sandero II, ",0.9 TCe SL Xplore,,Gasolina,05.2019,48.163 km,90 CV / 66 kW,5,Cambio tipo manual,Azul
"Skoda Karoq, ","Skoda Karoq, ",1.0 TSI Ambition,18.399 €,Gasolina,08.2018,48.321 km,115 CV / 85 kW,5,Cambio tipo manual,Gris
"Nissan X-Trail, ","Nissan X-Trail, ",1.7 dCi N-Connecta,,Diésel,01.2020,48.389 km,150 CV / 110 kW,5,Cambio tipo manual,Verde
"Peugeot 5008, ","Peugeot 5008, ",1.6 THP GT Line,26.999 €,Gasolina,04.2018,48.507 km,165 CV / 121 kW,5,Cambio tipo automático,Azul
"Volkswagen Polo, ","Volkswagen Polo, ",1.0 TSI Sport,19.099 €,Gasolina,02.2019,48.608 km,115 CV / 85 kW,5,Cambio tipo automático,Negro
"Citroen DS3, ","Citroen DS3, ",1.6 HDi Graphic Art,9.299 €,Diésel,09.2012,48.616 km,92 CV / 68 kW,3,Cambio tipo manual,Gris
"Opel Corsa, ","Opel Corsa, ",1.4 Selective,,Gasolina,02.2018,46.963 km,90 CV / 66 kW,5,Cambio tipo manual,Gris
"Kia Stonic, ","Kia Stonic, ",1.0 TGDI Concept,15.999 €,Gasolina,10.2019,47.127 km,101 CV / 74 kW,5,Cambio tipo manual,Negro
"Hyundai Tucson, ","Hyundai Tucson, ",1.6 SLE 2WD,18.999 €,Gasolina,07.2019,47.134 km,132 CV / 97 kW,5,Cambio tipo manual,Rojo
"Citroen Berlingo, ","Citroen Berlingo, ",1.2 PureTech Shine M,,Gasolina,03.2019,47.259 km,110 CV / 81 kW,5,Cambio tipo manual,Azul
"Renault Captur, ","Renault Captur, ",1.5 dCi Energy Zen,16.299 €,Diésel,05.2019,47.263 km,90 CV / 66 kW,5,Cambio tipo automático,Beige
"Citroen Berlingo, ","Citroen Berlingo, ",Talla XL PureTech Shine ,22.299 €,Gasolina,05.2019,47.368 km,110 CV / 81 kW,5,Cambio tipo manual,Negro
"Peugeot 208, ","Peugeot 208, ",1.2 PureTech Style,10.599 €,Gasolina,06.2018,47.451 km,82 CV / 61 kW,5,Cambio tipo manual,Gris
"Seat Arona, ","Seat Arona, ",1.0 TSI Xcellence,,Gasolina,02.2018,47.513 km,115 CV / 85 kW,5,Cambio tipo manual,Naranja
"Volkswagen Polo, ","Volkswagen Polo, ",1.2 TSI Sport BMT,11.799 €,Gasolina,10.2014,47.579 km,90 CV / 66 kW,5,Cambio tipo manual,Azul
"Citroen C4 Spacetourer, ","Citroen C4 Spacetourer, ",1.2 PureTech Feel,16.399 €,Gasolina,06.2018,47.638 km,131 CV / 96 kW,5,Cambio tipo manual,Blanco
"Seat Toledo, ","Seat Toledo, ",1.2 TSI Reference,,Gasolina,02.2017,47.693 km,90 CV / 66 kW,5,Cambio tipo manual,Rojo
"Suzuki Swift, ","Suzuki Swift, ",1.0 GLX SHVS Mild-Hybrid,14.799 €,Gasolina,01.2018,47.708 km,110 CV / 82 kW,5,Cambio tipo manual,Azul
"Opel Corsa, ","Opel Corsa, ",1.4 120 Aniversario,11.699 €,Gasolina,06.2019,47.831 km,90 CV / 66 kW,5,Cambio tipo manual,Gris
"Kia Stonic, ","Kia Stonic, ",1.0 TGDI Drive,16.199 €,Gasolina,02.2020,47.848 km,101 CV / 74 kW,5,Cambio tipo manual,Amarillo
"Opel Mokka X, ","Opel Mokka X, ",1.4 Turbo Color Edition Start/Stop 4x2,14.499 €,Gasolina,07.2018,47.867 km,140 CV / 103 kW,5,Cambio tipo manual,Blanco
"Smart ForTwo, ","Smart ForTwo, ",0.9 Turbo Passion,12.199 €,Gasolina,05.2016,47.898 km,90 CV / 66 kW,3,Cambio tipo automático,Blanco
"Seat León, ","Seat León, ",1.0 EcoTSI Style,17.399 €,Gasolina,04.2020,47.954 km,115 CV / 85 kW,5,Cambio tipo manual,Azul
"Mercedes-Benz Clase GLA, ","Mercedes-Benz Clase GLA, ",GLA 180,24.799 €,Gasolina,05.2019,48.078 km,122 CV / 90 kW,5,Cambio tipo automático,Negro
"Ford Fiesta, ","Ford Fiesta, ",1.1 Ti-VCT Limited Edition,12.899 €,Gasolina,06.2020,48.128 km,75 CV / 55 kW,5,Cambio tipo manual,Blanco
"Dacia Sandero II, ","Dacia Sandero II, ",0.9 TCe SL Xplore,,Gasolina,05.2019,48.163 km,90 CV / 66 kW,5,Cambio tipo manual,Azul
"Skoda Karoq, ","Skoda Karoq, ",1.0 TSI Ambition,18.399 €,Gasolina,08.2018,48.321 km,115 CV / 85 kW,5,Cambio tipo manual,Gris
"Nissan X-Trail, ","Nissan X-Trail, ",1.7 dCi N-Connecta,,Diésel,01.2020,48.389 km,150 CV / 110 kW,5,Cambio tipo manual,Verde
"Peugeot 5008, ","Peugeot 5008, ",1.6 THP GT Line,26.999 €,Gasolina,04.2018,48.507 km,165 CV / 121 kW,5,Cambio tipo automático,Azul
"Volkswagen Polo, ","Volkswagen Polo, ",1.0 TSI Sport,19.099 €,Gasolina,02.2019,48.608 km,115 CV / 85 kW,5,Cambio tipo automático,Negro
"Citroen DS3, ","Citroen DS3, ",1.6 HDi Graphic Art,9.299 €,Diésel,09.2012,48.616 km,92 CV / 68 kW,3,Cambio tipo manual,Gris
"Audi A3, ","Audi A3, ",1.8 TFSI Ambition,12.499 €,Gasolina,06.2012,48.937 km,160 CV / 118 kW,5,Cambio tipo manual,Blanco
"Renault Megane, ","Renault Megane, ",1.5 dCi Energy Limited,11.199 €,Diésel,12.2015,48.999 km,110 CV / 81 kW,5,Cambio tipo manual,Gris
"Seat Ibiza, ","Seat Ibiza, ",1.0 TSI Reference,12.299 €,Gasolina,01.2019,49.093 km,95 CV / 70 kW,5,Cambio tipo manual,Azul
"Seat Ibiza, ","Seat Ibiza, ",1.0 TSI Reference,12.399 €,Gasolina,02.2019,39.274 km,95 CV / 70 kW,5,Cambio tipo manual,Blanco
Marca,Modelo,Version,Precio,Combustible,Año,Kms,Potencia,Puertas,Cambio,Color
"Peugeot 5008, ","Peugeot 5008, ",1.6 THP GT Line,26.999 €,Gasolina,04.2018,48.507 km,165 CV / 121 kW,5,Cambio tipo automático,Azul
"Volkswagen Polo, ","Volkswagen Polo, ",1.0 TSI Sport,19.099 €,Gasolina,02.2019,48.608 km,115 CV / 85 kW,5,Cambio tipo automático,Negro
"Citroen DS3, ","Citroen DS3, ",1.6 HDi Graphic Art,9.299 €,Diésel,09.2012,48.616 km,92 CV / 68 kW,3,Cambio tipo manual,Gris
"Opel Corsa, ","Opel Corsa, ",1.4 Selective,,Gasolina,02.2018,46.963 km,90 CV / 66 kW,5,Cambio tipo manual,Gris
"Kia Stonic, ","Kia Stonic, ",1.0 TGDI Concept,15.999 €,Gasolina,10.2019,47.127 km,101 CV / 74 kW,5,Cambio tipo manual,Negro
"Hyundai Tucson, ","Hyundai Tucson, ",1.6 SLE 2WD,18.999 €,Gasolina,07.2019,47.134 km,132 CV / 97 kW,5,Cambio tipo manual,Rojo
"Citroen Berlingo, ","Citroen Berlingo, ",1.2 PureTech Shine M,,Gasolina,03.2019,47.259 km,110 CV / 81 kW,5,Cambio tipo manual,Azul
"Renault Captur, ","Renault Captur, ",1.5 dCi Energy Zen,16.299 €,Diésel,05.2019,47.263 km,90 CV / 66 kW,5,Cambio tipo automático,Beige
