Marca,Modelo,Version,Precio,Combustible,Año,Kms,Potencia,Puertas,Cambio,Color
"Citroen C4 Cactus, ","Citroen C4 Cactus, ",PureTech Shine,11.399 €,Gasolina,09.2017,67.315 km,82 CV / 60 kW,5,Cambio tipo manual,Amarillo
"Renault Captur, ","Renault Captur, ",1.5 BLUE dCi Zen,20.799 €,Diésel,03.2020,67.317 km,116 CV / 85 kW,5,Cambio tipo automático,Naranja
"Mazda CX-30, ","Mazda CX-30, ",2.0 Skyactiv-X Mild-Hybrid Zenith 2WD,24.299 €,Gasolina,01.2020,67.369 km,132 CV / 132 kW,5,Cambio tipo automático,Gris
"Peugeot 108, ","Peugeot 108, ",1.2 PureTech Active,,Gasolina,09.2017,67.418 km,82 CV / 60 kW,5,Cambio tipo manual,Negro
"Citroen C4 Grand Picasso, ","Citroen C4 Grand Picasso, ",PureTech Feel,17.199 €,Gasolina,05.2017,67.476 km,130 CV / 96 kW,5,Cambio tipo manual,Beige
"Ford Ka, ","Ford Ka, ",1.2 Titanium,6.399 €,Gasolina,02.2015,67.487 km,70 CV / 51 kW,3,Cambio tipo manual,Blanco
"Renault Clio, ","Renault Clio, ",0.9 Energy Dynamique,9.099 €,Gasolina,09.2013,67.632 km,90 CV / 66 kW,5,Cambio tipo manual,Blanco
"Skoda Fabia, ","Skoda Fabia, ",1.0 TSI Like,10.899 €,Gasolina,07.2018,67.650 km,95 CV / 70 kW,5,Cambio tipo manual,Blanco
"BMW Serie 1, ","BMW Serie 1, ",120i M Sport,23.899 €,Gasolina,08.2018,67.656 km,185 CV / 135 kW,3,Cambio tipo automático,Negro
"Citroen C 3, ","Citroen C 3, ",1.2 PureTech Shine,12.899 €,Gasolina,03.2018,67.708 km,110 CV / 81 kW,5,Cambio tipo manual,Rojo
"Citroen C4 Grand Picasso, ","Citroen C4 Grand Picasso, ",1.6 Blue-HDi Feel,16.299 €,Diésel,10.2017,67.889 km,120 CV / 88 kW,5,Cambio tipo manual,Azul
"Dacia Duster II, ","Dacia Duster II, ",1.5 Blue dCi Prestige 4x2,,Diésel,11.2019,67.928 km,116 CV / 85 kW,5,Cambio tipo manual,Blanco
"Mercedes-Benz Clase B, ","Mercedes-Benz Clase B, ",180d,,Diésel,06.2016,67.958 km,110 CV / 80 kW,5,Cambio tipo automático,Blanco
"Peugeot 308, ","Peugeot 308, ",1.2 PureTech Allure,13.099 €,Gasolina,02.2017,68.334 km,130 CV / 96 kW,5,Cambio tipo manual,Gris
"Subaru Outback, ","Subaru Outback, ",2.0 Diesel Executive Plus,20.799 €,Diésel,04.2016,68.438 km,150 CV / 110 kW,5,Cambio tipo automático,Gris
"Opel Adam, ","Opel Adam, ",1.4 XER Glam,9.699 €,Gasolina,02.2014,68.471 km,100 CV / 74 kW,3,Cambio tipo manual,Blanco
"Seat Ibiza, ","Seat Ibiza, ",1.0 Style Plus,11.699 €,Gasolina,04.2019,68.490 km,80 CV / 59 kW,5,Cambio tipo manual,Blanco
"Seat Ibiza, ","Seat Ibiza, ",1.2 TSI ST Reference,9.999 €,Gasolina,05.2016,68.506 km,90 CV / 66 kW,5,Cambio tipo manual,Negro
"Renault Captur, ","Renault Captur, ",1.5 dCi SL Premium Energy Ecoleader,,Diésel,11.2015,68.660 km,90 CV / 66 kW,5,Cambio tipo manual,Marrón
"Dacia Lodgy, ","Dacia Lodgy, ",1.2 TCe Laureate,,Gasolina,05.2015,68.732 km,115 CV / 85 kW,5,Cambio tipo manual,Blanco
"BMW Serie 2, ","BMW Serie 2, ",220i Active Tourer Advantage,18.699 €,Gasolina,03.2016,69.163 km,192 CV / 141 kW,5,Cambio tipo automático,Blanco
"Volkswagen Polo, ","Volkswagen Polo, ",1.4 TDI Sport BlueMotion,10.899 €,Diésel,06.2014,69.205 km,90 CV / 66 kW,5,Cambio tipo manual,Gris
"Kia Rio, ","Kia Rio, ",1.4 CRDi Concept,8.999 €,Diésel,12.2014,69.290 km,90 CV / 66 kW,5,Cambio tipo manual,Blanco
"Skoda Fabia, ","Skoda Fabia, ",1.2 TSI Ambition,10.799 €,Gasolina,01.2017,69.362 km,90 CV / 66 kW,5,Cambio tipo manual,Azul
"Land Rover Evoque, ","Land Rover Evoque, ",D150 Mild-Hybrid,35.799 €,Diésel,02.2020,69.797 km,150 CV / 110 kW,5,Cambio tipo automático,Marrón
"Dacia Duster II, ","Dacia Duster II, ",1.2 TCe Comfort,14.399 €,Gasolina,06.2018,69.810 km,125 CV / 92 kW,5,Cambio tipo manual,Gris
